Child_id,Exam,Goal,Title,Id,Subject
5859299,CTET Paper 2,Teaching,Arithmetic Mean of the Data,5914500,Mathematics
5859299,CTET Paper 2,Teaching,Simple and Compound Interest,5914570,Mathematics
5859299,Defence,Defence,Mathematical Statements,5913645,Reasoning
5859299,Defence,Defence,Illustration of the Pythagorean Theorem,5914540,Reasoning
5859299,Defence,Defence,Word problem on age,5914519,Reasoning
5859299,Defence,Defence,Test for Divisibility by 9,5914254,Reasoning
5859299,Defence,Defence,Test for Divisibility by 4 and 8,5914253,Reasoning
5859299,Defence,Defence,Factorization Method,5915077,Quantitative Aptitude
5859299,Defence,Defence,Understanding Cube Numbers and its Unit Digit,5912286,Quantitative Aptitude
5859299,Defence,Defence,Understanding Raw Data,5912577,Quantitative Aptitude
5859299,Defence,Defence,Illustration Based on Diagonals of Parallelogram,5912258,Quantitative Aptitude
5859299,Defence,Defence,HCF of Polynomials,5912722,Quantitative Aptitude
5859299,Defence,Defence,"Diffusion in Solids, Liquids, and Gases",5914969,General Awareness
5859299,Defence,Defence,Sources of Light & it's Rectilinear Propagation,5914445,General Awareness
5859299,Defence,Defence,Classification of Living Things,5915210,General Awareness
5859299,Defence,Defence,Gravitation as a Centripetal Force,5912656,General Awareness
5859299,Defence,Defence,Destruction of Red Blood Cells in Malaria,5912694,General Awareness
